restaurant_id,user_id,name,city,rating,rating_count,average_cost,cuisine,address
567335,41,AB FOODS POINT,Abohar,--,Too Few Ratings,200,"Beverages,Pizzas","AB FOODS POINT, NEAR RISHI NARANG DENTAL CLINIC , NEAR IDBI BANK, ABOHAR"
531342,118,Janta Sweet House,Abohar,4.4,50+ ratings,200,"Sweets,Bakery","Janta Sweet House, Bazar No.9, Circullar Road, Abohar"
158203,121,theka coffee desi,Abohar,3.8,100+ ratings,100,Beverages,"theka coffee desi, sahtiya sadan road city"
187912,125,Singh Hut,Abohar,3.7,20+ ratings,250,"Fast Food,Indian","Singh Hut, CIRCULAR ROAD NEAR NEHRU PARK ABOHAR"
543530,169,GRILL MASTERS,Abohar,--,Too Few Ratings,250,"Italian-American,Fast Food","GRILL MASTERS, ADA Heights, Abohar - Hanumangarh Rd, Raipura, Abohar, Punjab 152116, India"
158204,178,Sam Uncle,Abohar,3.6,20+ ratings,200,Continental,"Sam Uncle, hanumangarh road near raja bajaj showroom abohar"
156588,190,shere punjab veg,Abohar,4.0,100+ ratings,150,North Indian,"shere punjab veg, major surinder chowk near verma sons petrol pump and lic building abohar"
244866,195,Shri Balaji Vaishno Dhaba,Abohar,--,Too Few Ratings,100,North Indian,"Shri Balaji Vaishno Dhaba, St no 13,6th chowk,main Bazar,near jain bhawan, abohar"
156602,209,Hinglaj Kachori Bhandhar,Abohar,4.2,20+ ratings,100,"Snacks,Chaat","Hinglaj Kachori Bhandhar, street no 11 circular road ,Abohar"
158193,231,yummy hub,Abohar,--,Too Few Ratings,200,Indian,"yummy hub, hanumangarh road near dr naveen sethi hospitalabohar"
407249,234,CHAWLA SAAB THE JUICE MASTER,Abohar,--,Too Few Ratings,300,"Juices,Beverages","CHAWLA SAAB THE JUICE MASTER, SAHITYA SADAN MARKET, ABOHAR ,  Abohar (M Cl) , Fazilka 1(Abohar), Fazilka,  Punjab-152116"
156590,245,Sethi Milk Badam,Abohar,4.2,20+ ratings,100,"Sweets,Desserts","Sethi Milk Badam, main bazar street no 11 abohar"
338749,248,Swastik Dhaba,Abohar,--,Too Few Ratings,200,North Indian,"Swastik Dhaba, Gaushala road street no 22 near shiv mandir abohar"
156601,256,Jodhpuri Kachori,Abohar,--,Too Few Ratings,100,Snacks,"Jodhpuri Kachori, mandi 1 street no 4 main bazar near sbi bank abohar"
156587,261,Bharawan Da Dhaba,Abohar,4.4,50+ ratings,300,Indian,"Bharawan Da Dhaba, rimpy bakery 12 circular road main bazar abohar"
158192,265,Tandoori Nights,Abohar,--,Too Few Ratings,300,Tandoor,"Tandoori Nights, near civil hospital canteen abohar"
394554,291,Roll Express,Abohar,4.0,20+ ratings,200,Fast Food,"Roll Express, Roll Express, Opposite Dr. Sarla Sethi Hospital, Near DAV College, Hanumangarh Road, Abohar"
158195,318,wah ji waah veg and non veg corner,Abohar,--,Too Few Ratings,200,"North Indian,Chinese","wah ji waah veg and non veg corner, Hanuman garh road, Down the flyover. Near Dr.Navin Sheety Abohar"
257181,321,Shri Balaji fast food and Variety store,Abohar,--,Too Few Ratings,100,Indian,"Shri Balaji fast food and Variety store, opposite Loona Nursing home"
530909,336,FOODY MOOD,Abohar,4.7,20+ ratings,300,"Fast Food,Chinese","FOODY MOOD, Arya nagar St no 7 Abohar, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
573649,352,PUNJABI TADKA,Abohar,--,Too Few Ratings,700,"Punjabi,North Indian","PUNJABI TADKA, HANUMANGARH ROAD,UNDER  FLYOVER,OPP SETHI REGENCY ABOHAR,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
573656,360,PUNJABI TADKA CHICKEN HUB,Abohar,--,Too Few Ratings,650,"North Indian,Tandoor","PUNJABI TADKA CHICKEN HUB, HANUMANGARH ROAD,UNDER  FLYOVER,OPP SETHI REGENCY ABOHAR,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
420675,363,Royal Chicken,Abohar,4.2,20+ ratings,200,"Mughlai,North Indian","Royal Chicken, Near Naveen Sethi Hospital, Under Flyover, Abohar"
427610,374,Just Baked,Abohar,--,Too Few Ratings,300,"Beverages,Pizzas","Just Baked, New Abadi, Ward no. 22, Abohar (M Cl), Fazilka 1(Abohar), Fazilka, Punjab - 152116"
435582,377,Picado International Food,Abohar,--,Too Few Ratings,300,"Pizzas,Beverages","Picado International Food, Opp New Grain Market, Fazilka Road, Abohar"
382204,429,PubG Cafe,Abohar,--,Too Few Ratings,200,"Chinese,Pizzas","PubG Cafe, St. No 2, Near Essar petrol pump, Sitto  road, Model Town , Abohar, Fazilka,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
460692,506,Verma Dhaba,Abohar,--,Too Few Ratings,300,Indian,"Verma Dhaba, GangaNagar Road, Near Tara Estate, Abohar"
368328,509,Fresh Food Cafe,Abohar,--,Too Few Ratings,150,North Indian,"Fresh Food Cafe, Sito Road, Near Railway Crossing, Model Town, Abohar"
530878,513,NAVU PIZZA HOUSE,Abohar,--,Too Few Ratings,300,"Pizzas,Fast Food","NAVU PIZZA HOUSE, COLLEGE ROAD ABOHAR,ABOHAR,FAZILKA 1,FAZILKA PUNJAB-152116"
171675,557,Domino's Pizza,Abohar,4.4,20+ ratings,400,Pizzas,"Domino's Pizza, ADAHeights,HanumangarhRoad,SunderNagari,Abohar,District,Fazilka"
475283,566,Joker Cafe,Abohar,--,Too Few Ratings,200,Indian,"Joker Cafe, First Floor, Shop No.226, City Walk  Mall, College Road, Fazilka  1(Abohar), Fazilka, , Punjab, 152116"
421155,578,Deepak Dhaba,Abohar,--,Too Few Ratings,350,"North Indian,Chinese","Deepak Dhaba, Sito Chowk Near By Pass, Abohar"
545273,583,FUN TIME (SHARMA DAIRY),Abohar,--,Too Few Ratings,300,Ice Cream,"FUN TIME (SHARMA DAIRY), ST NO. 10,NEW ABADI ABOHAR,FAZILKA,PUNJAB 152116"
440811,597,Pari Healthy Food,Abohar,--,Too Few Ratings,300,"Pizzas,American","Pari Healthy Food, Dhani Bishesharnath, Kandhwal Road, Abohar"
420586,619,Bhatti Ki Rasoi,Abohar,--,Too Few Ratings,200,North Indian,"Bhatti Ki Rasoi, HANUMANGARH ROAD, AZIMGARH CHUNGI, Fazilka, Punjab- 152116"
448046,622,SETHI PUNJABI RASOI,Abohar,--,Too Few Ratings,300,Indian,"SETHI PUNJABI RASOI, HANUMANGARH ROAD NEAR AZIMGARH  CHUNGI OPPOSITE BABA DEEP SINGH  GURUDHWARA ABOHAR, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
187921,633,Kurda Ram Desi Ghee Dhaba(Original & Famous),Abohar,--,Too Few Ratings,250,North Indian,"Kurda Ram Desi Ghee Dhaba(Original & Famous), BAZAR NO. 4, ABOHAR, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
551512,636,Paratha 24x7,Abohar,--,Too Few Ratings,150,"Indian,Thalis","Paratha 24x7, Waryam nagar, Abohar (M Cl), Fazilka   1(Abohar), Fazilka, Punjab - 152116"
351387,644,NIKKU VEG THALI,Abohar,4.1,100+ ratings,150,North Indian,"NIKKU VEG THALI, College Road, Near Railway Line, Abohar"
432675,649,PARJAPATI FAST FOOD,Abohar,--,Too Few Ratings,200,"Fast Food,American","PARJAPATI FAST FOOD, NEW GRAIN MARKET, NEAR SEWA KENDR, Fazilka 1(Abohar), Fazilka, , Punjab, 152116"
302868,653,Ganesh Fast Food,Abohar,--,Too Few Ratings,150,Chaat,"Ganesh Fast Food, Abohar, Fazlika road chowk, near Barundham"
567664,679,Mitran Da dhaba,Abohar,--,Too Few Ratings,200,"North Indian,Indian","Mitran Da dhaba, Uttam Vihar colony, gate-2, Last crossing, abohar, Punjab 152116"
440878,706,The Super Cafe,Abohar,--,Too Few Ratings,250,Beverages,"The Super Cafe, NAI ABADI, BADI POUDI, ST. NO.19,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
161396,709,chacha sweets house,Abohar,--,Too Few Ratings,200,"Sweets,Beverages","chacha sweets house, h no 2402 st no 24 gaushalla road opp sukhmani hospital abohar"
382249,724,Cafe M,Abohar,--,Too Few Ratings,200,"Continental,Snacks","Cafe M, NEAR SITO FATAK, OPP LOONA NURSING HOME, ABOHAR,  Fazilka, Punjab- 152116"
161408,740,Frankie roll junction,Abohar,--,Too Few Ratings,60,"North Indian,Fast Food","Frankie roll junction, lajpat rai market near nehru park abohar"
432684,748,G.K Dhaba,Abohar,--,Too Few Ratings,300,"North Indian,Thalis","G.K Dhaba, Khandwala Road, Abohar"
459776,751,DAYA RAJ VEG VAISHNO DHABA AND  CATERS,Abohar,--,Too Few Ratings,300,"Chinese,Snacks","DAYA RAJ VEG VAISHNO DHABA AND  CATERS, THAKKAR ABADI ROAD NEAR RAILWAY  CROSSING ABOHAR, Abohar (M Cl), Fazilka  1(Abohar), Fazilka, Punjab - 152116"
459775,762,JUICY BAR N RESTO,Abohar,--,Too Few Ratings,300,"Beverages,Pizzas","JUICY BAR N RESTO, BABA NAMDEV CHOWK, NEAR DOMINOS,  HANUMANGARH ROAD, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
420637,765,FresHub,Abohar,--,Too Few Ratings,200,Beverages,"FresHub, SHOP NO. 118, CITY WALK MALL, GROUND  FLOOR,HANUMANGARH ROAD,ABOHAR,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
420479,817,The Food Factory,Abohar,--,Too Few Ratings,200,"North Indian,South Indian","The Food Factory, SIDHU NAGRI ,ST NO.5, MAIN ROAD, ABOHAR, Abohar (M Cl), Fazilka 1(Abohar), Fazilka"
427606,894,MUNNA PUNJABI RASOI,Abohar,--,Too Few Ratings,400,"Chinese,Indian","MUNNA PUNJABI RASOI, HANUMANGARH ROAD NEAR DAV COLLEGE ABOHAR"
531363,897,Grill Master By Sharda Anita Enterprises,Abohar,--,Too Few Ratings,250,"Fast Food,Italian","Grill Master By Sharda Anita Enterprises, OPP DOMINO'S PIZZA, NEAR NAMDEV  CHOWK, HANUMANGARH ROAD, ABOHAR,  Fazilka 1(Abohar), Fazilka, Punjab-152116"
156592,901,Maruti Plaza,Abohar,--,Too Few Ratings,150,"Beverages,Snacks","Maruti Plaza, house no st no 4 near durga mata mandir abohar"
373319,945,Nikku Chaap Cafe,Abohar,--,Too Few Ratings,200,"Indian,Chinese","Nikku Chaap Cafe, 324, Street No: 3, Badi Puri, Nai Abadi, Abohar-152116"
508318,954,DK Food Point,Abohar,--,Too Few Ratings,100,Chaat,"DK Food Point, SCO 29, Sri Ganganagar Rd, opposite PSPCL Power Station, Kothi Faij, Abohar, Punjab 152116, India"
407243,966,TUMMY CLINIK FAST FOOD CORNER,Abohar,--,Too Few Ratings,200,"Snacks,Chinese","TUMMY CLINIK FAST FOOD CORNER, nai abadi, street no.12, near post office,  abohar , Abohar (M Cl) , Fazilka 1(Abohar),  Fazilka, Punjab-152116"
187915,971,Sagar Fast Food,Abohar,--,Too Few Ratings,200,"North Indian,Fast Food","Sagar Fast Food, STREET NO. 6 MOHAN BAZAR NEAR SHIV MANDIR ABOHAR"
461724,985,SUDESH FAST FOOD,Abohar,4.0,20+ ratings,250,"Bakery,Chinese","SUDESH FAST FOOD, Shri Ganganagar Road, Near Tara  Estate, Fazilka 1(Abohar), Fazilka, ,  Punjab, 152116"
156542,1007,Sonu Tandoori Paties,Abohar,--,Too Few Ratings,100,North Indian,"Sonu Tandoori Paties, near tehsil complex sitto road abohar"
161405,1010,Bihari da vaishno dhaba,Abohar,4.0,20+ ratings,200,North Indian,"Bihari da vaishno dhaba, hanumangarh road mahavir colony lajpat nagar abohar"
462070,1021,SHRI GANESH SWEET HOUSE,Abohar,--,Too Few Ratings,200,Indian,"SHRI GANESH SWEET HOUSE, NEW GRAIN MARKET, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
224008,1024,Sharma Bakery,Adilabad,3.5,20+ ratings,100,Bakery,"Sharma Bakery, Near Kumar Janta Ganesh Mandal, Kumar Pet Adilabad"
165533,1032,IFC Restaurant,Adilabad,3.5,100+ ratings,400,American,"IFC Restaurant, Jagadamba Towers, Gandhi Printing Press, Adilabad"
225827,1037,Ayappa Fast Food,Adilabad,3.6,20+ ratings,100,Chinese,"Ayappa Fast Food,  opp-little star high school, ravindra nagar colony,, Adilabad - 504001"
242943,1041,Hot N Chill Restaurant,Adilabad,3.5,100+ ratings,150,"European,Italian","Hot N Chill Restaurant, H NO 4 -4 -703 BHUKTHAPUR,ADILABAD 504001"
186286,1067,China Kitchen Fast Food,Adilabad,3.1,20+ ratings,150,"Chinese,Fast Food","China Kitchen Fast Food, Gunj Road,Near Tamsi BusStand,Adilabad"
166613,1094,Devi Family Restaurant,Adilabad,3.4,50+ ratings,400,"Indian,Chinese","Devi Family Restaurant, Collector Chowk, Adilabada"
500628,1097,Instaa Fast Food Center,Adilabad,--,Too Few Ratings,250,"Chinese,Snacks","Instaa Fast Food Center, Door No:6-16-212, Near Sfc school Subashnagar,Nizamabad,(urban),Nizamabad,Telanagana -503001"
186289,1112,Hotel Radha Grand Family restaurant,Adilabad,3.5,50+ ratings,200,Biryani,"Hotel Radha Grand Family restaurant, opp: Star Medicals,near RIMS Hospital,Collector Chock.Adilabad"
165532,1128,Hotel Surabhi Grand,Adilabad,3.7,100+ ratings,300,"Indian,Chinese","Hotel Surabhi Grand, Cinema Road, Adilabad"
169281,1136,Food Court,Adilabad,3.4,50+ ratings,400,"Indian,Chinese","Food Court, Bus Stand Road,Adilabad"
408059,1139,T-Ruchi,Adilabad,--,Too Few Ratings,300,"Sweets,Snacks","T-Ruchi, Pillar No C 1432, Meridian Plaza, Ground Floor, Ameerpet Rd,  Begumpet, Hyderabad, Telangana 500016"
529171,1150,CRUNCHY FAST FOOD CENTRE,Adilabad,--,Too Few Ratings,150,"Chinese,Snacks","CRUNCHY FAST FOOD CENTRE, GANDHI PARK ROAD, Adilbad (Urban),  Adilabad, Telangana - 504001"
517814,1153,8AM TIFFINS,Adilabad,--,Too Few Ratings,100,South Indian,"8AM TIFFINS, H. NO. 4-3-114, NETAJI CHOWK,  ADILABAD-504001 TELANGANA, Adilbad  (Urban), Adilabad, Telangana - 504001"
167432,1205,Minerva Ice Cream,Adilabad,4.0,20+ ratings,250,Desserts,"Minerva Ice Cream, Collector Chowk, Adilabad"
166971,1282,Ayyappa Mess,Adilabad,--,Too Few Ratings,200,South Indian,"Ayyappa Mess, NTR Circle, Adilabad"
516171,1285,FRUITASTY,Adilabad,--,Too Few Ratings,100,"Beverages,Desserts","FRUITASTY, 6/5/59, Near Srinivasa Nursing Home Netaji Chowk, Adilabad , Adilbad (Urban), Adilabad (Telangana), - 504001"
226299,1289,Lotus Grand Family Restaurant,Adilabad,3.6,50+ ratings,250,Biryani,"Lotus Grand Family Restaurant, opp bustand Adilabad"
374706,1333,Shaifan Tiffin Centre,Adilabad,--,Too Few Ratings,110,"Street Food,Indian","Shaifan Tiffin Centre, New bus stand (opposite) telagana grammina bank,  Adilabad, Telangana-504001"
473193,1342,Food On Wheels,Adilabad,--,Too Few Ratings,100,South Indian,"Food On Wheels, C/O STU BHAVAN,Gandhi Park Road,  Adilbad (Urban), Adilabad, Telangana -  504001"
167412,1354,Sri Sai Mom's Kitchen Restaurant,Adilabad,3.3,20+ ratings,400,Biryani,"Sri Sai Mom's Kitchen Restaurant, Teachers Coloney, Dasnapur, Adilabad"
503717,1359,China Kitchen Restaurant,Adilabad,--,Too Few Ratings,250,Chinese,"China Kitchen Restaurant, Near SVR petrol pump Tripelly,Adilabad,Adilabad(urban)Telangana - 504001"
165530,1373,Renuka Hotel,Adilabad,3.1,20+ ratings,250,South Indian,"Renuka Hotel, Punjabi Chowk, Opp To Kushi Bar, Adilabad"
255925,1395,Tanishq Family Restaurant,Adilabad,3.7,50+ ratings,250,"Chinese,Indian","Tanishq Family Restaurant, Bhukthapur,Adilabad,Telanagana"
225921,1398,KMC Hotel,Adilabad,3.6,20+ ratings,100,Biryani,"KMC Hotel, NTR CHOWK Adilabad"
549242,1409,RAMA JUICE AND SHAKES PARLOUR (LASSI N SHAKES ),Adilabad,--,Too Few Ratings,150,"Indian,Beverages","RAMA JUICE AND SHAKES PARLOUR (LASSI N SHAKES ), 7-1-13/3/B  ADILABAD 504001"
321587,1412,Kwality Walls Frozen Dessert and Ice Cream Shop,Adityapur,4.8,20+ ratings,300,Desserts,"Kwality Walls Frozen Dessert and Ice Cream Shop, Shop No.1(II), B. No.1, Mango Bus Stand, P.S. Sakchi, P.S. Sitaramdera , District - Purbi Singhbhum, STATE - Jharkhand"
439487,1420,La Pino'z Pizza,Adityapur,4.1,500+ ratings,200,"Pizzas,Fast Food","La Pino'z Pizza, Ground Floor, 29, Kharkai Link Road, Bistupur, Jamshedpur, East Singhbhum, Jharkhand, 831001"
397980,1425,Chaw Box,Adityapur,3.3,100+ ratings,300,"Chinese,North Indian","Chaw Box, 1295, MAIN ROAD ADITYAPUR, SERAIKELAKHARSAWAN, BEHIND SHARMA MARKET,  JHARKHAND, KHARSAWAN, KHARSAWAN,  Saraikela, Jharkhand-831013"
304302,1429,Cafe Coffee Day,Adityapur,3.7,50+ ratings,300,"Beverages,Snacks","Cafe Coffee Day, cafecoffee day .D-costa mansion,Bistupur ,jamshedpur purbi singhbhum (jharkhand)"
533186,1455,Aditya Inn Restaurant,Adityapur,3.6,100+ ratings,150,"Biryani,Chinese","Aditya Inn Restaurant, Plot number 1295, Main Rd, Behind  Sharma market, Adityapur Basti,  Adityapur,GAMAHARIA, Saraikela, ,  Jharkhand, 831013"
478348,1482,Taste Ville,Adityapur,--,Too Few Ratings,100,"North Indian,Indian","Taste Ville, Old sitram dera jamshedpur"
138890,1485,Indian Bakery,Adityapur,3.3,100+ ratings,200,Bakery,"Indian Bakery, SHOP NO 1, RANI KUDAR,KADMA, JAMSHEDPUR"
553999,1500,Mannat Bakers,Adityapur,--,Too Few Ratings,300,Bakery,"Mannat Bakers, S TYPE CHOWK, ADITYAPUR, NAGAR NIGAM, SARAIKELA, JHARKHAND - 831013"
410839,1516,China Town,Adityapur,--,Too Few Ratings,200,Chinese,"China Town, KAMLA SADAN, 3RD FLOOR, H. NO.: 6,  SUBHASH COLONY, DIMNA ROAD,  MANGO, Mango Municipality Word Nos 8,  Muncipality, Purbi Singhbhum, Jharkhand  - 831012"
137701,1524,The Onyx (Pure veg),Adityapur,3.8,100+ ratings,300,"Indian,Chinese","The Onyx (Pure veg), SHERE-PUNJAB CHOUK, TATA KANDRA MAIN ROAD, BESIDE V MART, ADITYAPUR, JAMSHEDPUR"
575990,1527,KI & KA KITCHEN,Adityapur,--,Too Few Ratings,200,"Chinese,North Indian","KI & KA KITCHEN, road, near meditrina hospital, \\r\\nNaginapuri, Dindli Basti, Adityapur, \\r\\nJamshedpur,,"
410838,1538,Magic Momo,Adityapur,--,Too Few Ratings,200,"Chinese,Tandoor","Magic Momo, KAMLA SADAN, 3RD FLOOR, H. NO.: 6,  SUBHASH COLONY, DIMNA ROAD,  MANGO, Mango Municipality Word Nos 8,  Muncipality, Purbi Singhbhum, Jharkhand  - 831012"
397258,1541,Yes Yo Momo,Adityapur,--,Too Few Ratings,150,Chinese,"Yes Yo Momo, CHOUDHARY JAGARNATHPUR, GAMARIA,  ADITYAPUR 2, ADITYAPUR, GAMAHARIA,  Saraikela, Jharkhand - 832109"
133352,1593,NEW GANGOUR SWEETS (Adityapur),Adityapur,4.0,50+ ratings,200,South Indian,"NEW GANGOUR SWEETS (Adityapur), JEET COMPLEX MAIN ADITYAPUR ROAD,NEAR SHERE PUNJAB CHOWK"
150497,1670,National Bakery,Adityapur,4.4,50+ ratings,399,"Bakery,Snacks","National Bakery, 725, NEW SITARAM DERA, SAKCHI, JAMSHEDPUR"
383716,1673,BAKERY POINT.,Adityapur,--,Too Few Ratings,200,"Bakery,Snacks","BAKERY POINT., DEEP COMPLEX, S TYPE MAIN ROAD, ADITYAPUR P/O ADITYAPUR, S - TYPE, 1 TYPE, ADITYAPUR NAGAR NIGAM (ADITYAPUR), SARAIKELA, JHARKHAND - 831013"
113948,1677,KFC,Adityapur,4.0,500+ ratings,400,"American,Snacks","KFC, P&M Mall ,Outer Circle Road ,Bistupur ,Jamshedpur Jharkhand 831001"
431552,1721,LUV BITES BAKERY,Adityapur,--,Too Few Ratings,250,Bakery,"LUV BITES BAKERY, Ward 20, Holding 12, Deep Complex, Tata Kandra Main Road, Adityapur, Bistupur, Jamshedpur"
412357,1730,Buddha Delight - Gamharia,Adityapur,3.5,100+ ratings,200,"Chinese,Indian","Buddha Delight - Gamharia, Road No-4,Near Railway Barrack,Adityapur-2,Inchagarh,Saraikela,Jharkhand-831013"
102037,1742,Dosa Planet,Adityapur,3.9,500+ ratings,249,"South Indian,Indian","Dosa Planet, Near Ramkrishan Mission School, Bistupur"
578207,1747,SAMBHU DOSA,Adityapur,--,Too Few Ratings,150,"South Indian,Chinese","SAMBHU DOSA, SHOP NO 103 GROUND FLOOR ADITYAPUR DINDLI BASTI, ADITYAPUR, GAMAHARIA, Saraikela, Jharkhand - 831013"
565260,1761,Red Oven,Adityapur,--,Too Few Ratings,250,Bakery,"Red Oven, MAIN ROAD, SHER E PUNJAB CHOWK, ADITYAPUR, ADITYAPUR-2, ROAD NO-3,4,5,6,7,8,9,10, NAGAR NIGAM (ADITYAPUK Saraikela, jharkhand -831013"
101351,1783,Pizza Hut,Adityapur,3.3,100+ ratings,350,Pizzas,"Pizza Hut, Unit No RT -11 P amd M Hi Tech City Centre,Bistupur, Jamshedpur,Jharkhand"
480203,1786,CHAMPARAN TASTE MUTTON CHICKEN,Adityapur,--,Too Few Ratings,100,North Indian,"CHAMPARAN TASTE MUTTON CHICKEN, SAAL BAGAAN, JAI PRAKASH UDYAAN, ADITYAPUR-2"
102842,1797,Junction,Adityapur,3.9,500+ ratings,399,"Indian,Chinese","Junction, Shop 22, Millennium Tower, South Park, Bistupur, Jamshedpur"
138891,1800,Kolkata Royal Biryani,Adityapur,3.7,500+ ratings,150,"Biryani,Street Food","Kolkata Royal Biryani, Railway Crossing, near State Bank, Jugsalai Fatak, Chowk Bazar, Jugsalai, Jamshedpur, Jharkhand 813006"
143143,1808,Yummerica Fries,Adityapur,3.8,50+ ratings,400,"American,Beverages","Yummerica Fries, Yummerica Fries, Food Court, PM Mall, Bistupur, Jamshedpur"
558957,1813,Tandoori Hut,Adityapur,4.4,20+ ratings,400,"North Indian,Tandoor","Tandoori Hut, H.NO- 21/A, AWTAR BUILDING, OUTER CIRCLE ROAD NO.2, GURUDWARA BASTI, BISTUPUR , Muncipality, Purbi Singhbhum, Jharkhand-831001"
489011,1817,Karim's,Adityapur,2.7,20+ ratings,500,"Snacks,Kebabs","Karim's , Bistupur Main Rd, South Park, Bistupur, Jamshedpur, Jharkhand 831001, India"
428013,1843,Tanndoori Hut,Adityapur,--,Too Few Ratings,200,"Chinese,Indian","Tanndoori Hut, H NO. 32, GURUDWARA BASTI, OUTER CIRCLE ROAD, BISTUPUR, JAMSHEDPUR - 831001"
116273,1870,New Gangour Sweets (Bistupur),Adityapur,4.3,100+ ratings,99,Sweets,"New Gangour Sweets (Bistupur), Main road Bistupur"
478936,1873,Momo Nation Cafe,Adityapur,3.8,50+ ratings,200,"Nepalese,Chinese","Momo Nation Cafe, Shop No. 21, Millennium Tower, R-Road, BIstupur, P.O. & P.S. Bistupur, Jamshedpur, Jamshedpur Urban, Purbi Singhbhum, Jharkhand-831001"
477627,1888,NIC Natural Ice Creams,Adityapur,4.4,500+ ratings,120,"Ice Cream,Desserts","NIC Natural Ice Creams, 1st Floor, Outer Circle Rd, Dey Complex, Building No.5, near Kantilal Medica Hospital, South Park, Bistupur, Jamshedpur, Jharkhand 831001"
437616,1904,Haldiram's Prabhuji,Adityapur,4.0,100+ ratings,300,"North Indian,South Indian","Haldiram's Prabhuji, H.No. 2, Sura Bhawan, Bistpur, Near Gangotri House Jamshedpur, Jharkhand, JJ Heights 831001"
550910,1912,BANARASI PAAN CAFE,Adityapur,--,Too Few Ratings,100,Paan,"BANARASI PAAN CAFE, BANARASI PAAN CAFE KST-09 P&M HiTech City Centre, Jamshedpur, Jugsalai,  Jamshedpur, Purbi Singhbhum, Jharkhand  - 831001"
342366,1915,Chowringhee Square,Adityapur,3.5,20+ ratings,250,"Biryani,North Indian","Chowringhee Square, PM MALL, BISTUPUR, JAMSHEDPUR"
557008,1926,Kanya Restaurant,Adityapur,4.1,500+ ratings,200,"North Indian,Chinese","Kanya Restaurant, PLOT NO 2606 BLOCK NO 1 SHASTRINAGAR KADMA"
97199,1929,Domino's Pizza,Adityapur,4.1,50+ ratings,400,Pizzas,"Domino's Pizza, ROSHAN TOWER,FIRST FLOORBISTUPUR MAIN ROADBESIDE SACHDEV CYCLE MARTJAMSHEDPURJAMSHEDPURJHARKHAND831001"
134569,1981,Motel Madhuban,Adityapur,4.1,100+ ratings,499,"Indian,Chinese","Motel Madhuban, MAIN ROAD,INDUSTRIAL AREA ADITYAPUR,JAMSHEDPUR"
183009,2058,Baker Street,Adityapur,4.1,100+ ratings,150,Bakery,"Baker Street, NEAR HERO SHOWROOM,DIAGOANAL ROAD, BISTUPUR, JAMSHEDPUR"
174586,2061,Dasaprakash,Adityapur,4.3,100+ ratings,400,"South Indian,North Indian","Dasaprakash, ASHIRWAD BUILDING,OUTER CIRCLE ROAD,BISTUPUR"
494588,2065,Kailash Parbath,Adityapur,--,Too Few Ratings,400,"Chaat,Biryani","Kailash Parbath, KT09,FOOD COURT ,P&M&HITECH MALL  BISTUPUR, Bistupur, Muncipality, Purbi  Singhbhum, Jharkhand - 831001"
102042,2109,Biryani House,Adityapur,2.9,20+ ratings,499,"Biryani,Indian","Biryani House, Crystal Square, kharkhai road link road, Bistupur, Jamshedpur"
431339,2118,Little Metro,Adityapur,3.9,100+ ratings,200,"North Indian,Chinese","Little Metro, Bhadani Trade Center, R. Road, (near  rollacosta), Jamshedpur-831001, Kadma,  Muncipality, Purbi Singhbhum,  Jharkhand-831001"
109550,2130,The Madrasi Hotel,Adityapur,4.3,100+ ratings,299,South Indian,"The Madrasi Hotel, 10, J.Road, Bistupur, Jamshedpur"
477628,2135,Grameen Kulfi,Adityapur,4.5,100+ ratings,120,"Ice Cream,Desserts","Grameen Kulfi, 1st Floor, Outer Circle Rd, Dey Complex, Building No.5, near Kantilal Medica Hospital, South Park, Bistupur, Jamshedpur, Jharkhand 831001"
129550,2149,Asian Inn,Adityapur,4.0,1K+ ratings,399,"Indian,Tandoor","Asian Inn, 89, DHATIDIH MARKET , DATKIDIH"
387674,2171,Biggies Burger,Adityapur,3.8,100+ ratings,300,"American,Fast Food","Biggies Burger, H NO. - NIL04, KASHI KUNJ, ROAD NO. - 2 BISTUPUR, MUNICIPALITY, PURBI SINGHBHUM, JHARKHAND - 831001"
183165,2174,Kaveri (Adityapur),Adityapur,3.5,100+ ratings,200,Indian,"Kaveri (Adityapur), NIT, M-3, ADITYAPUR, JAMSHEDPUR"
310273,2185,Scoops Of Joy,Adityapur,--,Too Few Ratings,200,"Ice Cream,Desserts","Scoops Of Joy, 3RD FLOOR, DREAM HEIGHTS BUILDING, Q ROAD, SOUTH PARK, BISTUPUR, JAMSHEDPUR"
293915,2188,Subway,Adityapur,3.3,100+ ratings,350,"Healthy Food,Salads","Subway, Road no. 2, Contractors area, Bistupur, Jamshedpur"
131676,2196,Deep Chinese Fast Food,Adityapur,--,Too Few Ratings,200,Chinese,"Deep Chinese Fast Food, Line no 1 holding no. 4 gurudwara basti, bistupur, jamshedpur"
